rapper,lyrics
Jay-Z,"Foes that wanna make sure my casket's closed
Rap critics that say he's Money, Cash, Hoes"
Jay-Z,"Somebody bring me back the money please, hey
Hov' on that new shit, niggas like ""How come?"""
Jay-Z,"There was a time America wouldn't let us ball
Those times are now back, just now called Afro-tech"
Jay-Z,"Tryna put a million on the whole team now
Push through the pain so we can see new life"
Jay-Z,"When you scratching for every nickel and dime
Got me itching to do this shit for my mom"
Jay-Z,"Not guilty, y'all got to feel me
H to the izz-O, V to the izz-A"
Jay-Z,"To these bitches from all of my niggas
Who don't love hoes, they get no dough?"
Jay-Z,"Out the country, but the blueberry still connect
On the low, but the yacht got a triple deck"
Jay-Z,"My cup runneth over with hundreds
I'm one of the best niggas that done it, six digits and running"
Jay-Z,"All through my Hard Knock Lifetime, A Gift and a Curse
I gave you Volume after Volume of my work"
Jay-Z,"600 drops, Mercedes Benz
The only time you wear Burberry to swim"
Jay-Z,"Did you wiggle your hands for her?
Glory! Glory!"
Jay-Z,"I'm rapin' Def Jam 'til I'm the hundred million man
R-O-C (You don't know what you're doin'— doin'— doin'—)"
Jay-Z,"Hello bitch, it's me again
Fresh in my Easter clothes feeling like Jesus and"
Jay-Z,"Too much watchy, watchy, watchy
Too much su, su, su, su, su"
Jay-Z,"Put Jigga on top and dropped albums non-stop for ya, nigga!
It's the hard knock life for us"
Jay-Z,"Let's work
D-boy drug dealer look"
Jay-Z,"If you got nothing, baby boy, you better
Get up, get out and get some – shit"
Jay-Z,"Plural, fuck the Federal Bureau
Shout out to Nostrand Ave., Flushing Ave., Myrtle"
Jay-Z,"So I gotta make the song cry
I can't see 'em comin' down my eyes"
Jay-Z,"I'm riding dirty, tryna get filthy
Pablo Picasso, Rothkos, Rilkes"
Jay-Z,"She don't got time to choose
We stuck in La La Land"
Jay-Z,"Just sneak out and meet me, bring a box of L's
She fell in love with the bad guy, the bad guy"
Jay-Z,"I love girls, girls, girls, girls
Girls all over the globe"
Jay-Z,"Murdered Malcolm, gave Cassius the shakes
Wait, tell them rumble young man rumble"
Jay-Z,"Can I get a ""fuck you"" –
To these bitches from all of my niggas"
Jay-Z,"She gets Carrie fever, but soon as the show's over
She's right back to being my soldier"
Jay-Z,"I said give it to me
Gimme that funk, that sweet, that nasty, that gushy stuff"
Jay-Z,"We supposed to vacay 'til our backs burn
We're supposed to laugh 'til our heart stops"
Jay-Z,"Let me tell you dudes what I do to protect this
I shoot at you actors like movie directors"
Jay-Z,"'Bout to take over the globe, now break bread
I'm in Boeing jets, Global Express"
Jay-Z,"El Padrino
Welcome home to Emory"
Jay-Z,"Hopefully they'll ménage before I reach my garage
I don't want much, fuck, I drove every car"
Jay-Z,"Twerk, twerk (Miley, Miley)
Only in America"
Jay-Z,"And all you other cats throwin' shots at Jigga
You only get half a bar, fuck y'all niggas"
Jay-Z,"All through my Hard Knock Lifetime, A Gift and a Curse
I gave you Volume after Volume of my work"
Jay-Z,"Your excuse was ""He was talkin' too reckless!""
Let go your ego over your right shoulder"
Jay-Z,"Even the girls keep it two hundred and trilly
It's la familia"
Jay-Z,"That's how he feel, turn my vocal up (Ha-ya)
That's how you feel, Emory? (Ha-ya)"
Jay-Z,"Make a million another million let my niggas make a million
'til we all check a billion, shit it's just the way I'm feeling"
Jay-Z,"Give it to me
Gimme that funk, that sweet, that nasty, that gushy stuff"
Jay-Z,"Money matrimony, yeah, they tryna break the marriage up
Who gon' act phony or who gon' try to embarrass ya?"
Jay-Z,"It's the hard knock life!
It's the hard knock life for us"
Jay-Z,"Ah shit, okay, okay, alright
Big man! You wanna make some big bucks, huh?"
Jay-Z,"All the static, shall cease to exist
Like a sabbatical, I throw couple at you, take six!"
Jay-Z,"Robinson Cano, you coming with me
These niggas like rotary phones"
Jay-Z,"And with all this cash (Mo' money, mo' problems)
You'll forget your man"
Jay-Z,"My greatest creation was you
Your Grandpop died of nigga failure"
Jay-Z,"And them su, su, su, su, su
Fuck all this pretty Shawn Carter shit nigga, HOV"
Jay-Z,"We both out of town, dog, what you tryin' to get into?
Viva Las Vegas, see ya later at the crap tables"
Jay-Z,"I had near brushes, not to mention
Three shots, close range, never touched me, divine intervention"
Jay-Z,"I'll be forever mackin'
Heart cold as assassins"
Jay-Z,"I just landed in Europe, nigga
Shoppin' bags, I'm a tourist, nigga"
Jay-Z,"One day you're cruisin' in your 7, next day, you're sweatin', forgettin' your lies
Alibis ain't matchin' up, bullshit catchin' up"
Jay-Z,"But don't bullshit me
Mama, gimme that funk, that sweet, that nasty, that gushy stuff"
Jay-Z,"Ooh, I love you so
But why I love you, I'll never know"
Jay-Z,"Nobody will fall 'cause everyone will be each others crutches
I hope you fools choose to listen, I drop jewels, bust it"
Jay-Z,"Sweet baby Jesus (Ooh, ooh-ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America"
Jay-Z,"Run up on Yeezy the wrong way, I might murk ya
Flee in the G450, I might surface"
Jay-Z,"She got a cousin at customs that gets shit through
Got this weed-head chick, she always catch me doing shit"
Jay-Z,"Socrates asked whose bias do y'all seek?
All for Plato, screech"
Jay-Z,"Feeling it, if you feel it raise your L in the sky
I'm feeling it, fill the glass to the top with Moët"
Jay-Z,"Viva México, Cubano
Dominicano, all the plugs that I know"
Jay-Z,"Reminisce, talk some shit, forever young is in your mind
Leave a mark they can't erase, neither space nor time"
Jay-Z,"On permanent hiatus as I skate
In the Maybach Benz, flyer than Sanaa Lathan"
Jay-Z,"I saw his life slippin', this is a minor setback
Yo, still in all we livin', just dream about the get-back"
Jay-Z,"God's gift, I wish I woulda prayed more
God makes no mistakes, I made a few"
Jay-Z,"That's the anthem, getcha damn hands up
H to the izz-O, V to the izz-A"
Jay-Z,"Baby, one day you'll be a star
Last seen out of state where I drop my sling"
Jay-Z,"Glory! Sorry
Everything that I prayed for"
Jay-Z,"Goddamn, your man Hov cracked the can open again
Who you gon' find doper than him?"
Jay-Z,"The Nets could go 0 for 82
And I'd look at you like this shit gravy"
Jay-Z,"Shawn Carter was born December 4th, weighing in at 10 pounds, 8 ounces. He was the last of my four children. The only one who didn't give me any pain when I gave birth to him. And that's how I knew that he was a special child.
They say ""They never really miss you 'til you dead or you gone."""
Jay-Z,"(Ha-ya, ha-ya)
My nigga got that cocaina on today"
Jay-Z,"Got a lotta beef, so logically, I prey on my foes
Hustlin' is still inside of me, and as far as progress"
Jay-Z,"That's me in the corner, that's me in the spotlight
Losing my religion, losing my religion"
Jay-Z,"Now that's young chick, stewardess, project, and model
That means I fly rough early, plus I know Tae Bo"
Jay-Z,"Ready for it, deep breath, fill up the void
Eyes, open them up, take off the coins"
Jay-Z,"Down to ride 'til the very end, is me and my boyfriend
(Me and my boyfriend)"
Jay-Z,"This ain't a movie, dog (Oh, shit)
Now before I finish, let me just say I did not come here to show out, did not come here to impress you"
Jay-Z,"Gimme that funk, that sweet, that nasty, that gushy stuff
But don't bullshit me"
Jay-Z,"'Cause I wasn't present, your body wouldn't accept it
I apologize to all the women whom I toyed with your emotions"
Jay-Z,"Head of the Family
El Padrino"
Jay-Z,"I'm out for presidents to represent me (Get money!)
I'm out for presidents to represent me (Get money!)"
Jay-Z,"'Cause nobody can read you dudes like we do
Don't let 'em gas you like Jigga is ass and won't clap you"
Jay-Z,"To these bitches from all of my niggas
Who don't love hoes, they get no dough?"
Jay-Z,"Swoosh, and that's the sound of a baller
Muhammad Hovi my back against the rope"
Jay-Z,"Shit gotta come in some way, fuck
When you growing up worthless, uh"
Jay-Z,"You run this hard just to stay in place
Legacy, legacy, legacy, legacy"
Jay-Z,"Is it genocide?
'Cause I can still hear his mama cries"
Jay-Z,"And you take the blade right out my heart
Just so you can watch me bleed (Yeah)"
Jay-Z,"And the pretty girls just happen to stop by in the hood
And they hop they pretty ass up on the hood of that pretty ass car"
Jay-Z,"Might light your wrist, but that about it
Fuck it, I might wife you and buy you nice whips"
Jay-Z,"This sort of love is hard to define
When you scratching for every nickel and dime"
Jay-Z,"For the final time you don't believe these fools
I've never seen a worker rock so many jewels (Never)"
Jay-Z,"Yeah, I'll fuck up a good thing if you let me
Let me alone, Becky"
Jay-Z,"And I'm beasting off the Riesling
And my nigga just made it out the precinct"
Jay-Z,"Swagger like us, swagger-swagger like us
No one on the corner has swagger like us"
Jay-Z,"Ask Nas, he don't want it with Hov, no
R-O-C, we runnin' this rap shit"
Jay-Z,"I get it custom, you a customer
You ain't accustomed to going through customs, you ain't been nowhere, hah?"
Jay-Z,"Now you're in New York (Uh, yeah)
These streets will make you feel brand-new"
Jay-Z,"I escaped, a nigga never had a job
Scott Boras, you over baby"
Jay-Z,"Blood stains the Colosseum doors
Lies on the lips of a priest"
Jay-Z,"Teach you good values so you cherish it
Took me twenty-six years to find my path"
Jay-Z,"But why I love you, I'll never know
Bussin' at me, b-b-b-bussin' at me"
Jay-Z,"See how the universe works?
It takes my hurt and help me find more of myself"
Jay-Z,"I'm feeling it, fill the glass to the top with Moët
Feeling it, feel the Lex' pushing up on the set"
Jay-Z,"(Me and my girlfriend)
Down to ride 'til the very end, is me and my boyfriend"
Jay-Z,"Roc-A-Fella is the army, better yet, the navy
Niggas'll kidnap your baby, spit at your lady"
Jay-Z,"Where's the love?
Ain't no love in the heart of the city"
Jay-Z,"Then DeHaven introduced me to the game
Spanish Jose introduced me to 'caine, I'm a hustler now"
Jay-Z,"From the coca leafs to the farmers
To the polo fleece to the bombers"
Jay-Z,"These streets will make you feel brand-new
Big lights will inspire you (Okay)"
Jay-Z,"So never fuck nobody without telling me
Sunglasses and Advil"
Jay-Z,"Even if a nigga gotta rob it, get it?
Black Jack in a casino"
Jay-Z,"So there you have it, shit happens
Just make sure the plane you on is bigger than your carry-on baggage, uh"
Jay-Z,"Well, if y'all want more of the Jigga man
Then I need y'all to help me bring him back to the stage"
Jay-Z,"Does fame in this game have to change who you are?
Or could I be the same one who came from a far-away life"
Jay-Z,"Do you really want to live forever, forever? Forever young
(Just let it run)"
Jay-Z,"Look at me, I'm pure, nigga
I bet the hoes on my tour, nigga"
Jay-Z,"From sellin' 'caine 'til brains was fried to a fricassee
Can't lie, at the time it never bothered me"
Jay-Z,"Cookin' raw with the Brooklyn boys
So for one last time I need y'all to roar"
Jay-Z,"""A little over a year ago I was in bondage. And now I'm back out here, reaping the blessings, and getting the benefits that go along with it. Everything that's out here for kings like us. The reason why we like this—this jewelry and this diamonds and stuff—they don't understand, it's because we really from Africa. And that's where all this stuff come from. And we originated from kings, you know what I'm saying? So don't look down on the youngsters because they wanna have shiny things. It's in our genes, know what I'm saying? We just don't all know our history, so...""
Fuck with me, you know I got it"
Jay-Z,"I never claimed to have wings on
Nigga, I get my ""By any means"" on whenever there's a drought"
Jay-Z,"We all screwed 'cause we never had the tools
I'm tryna fix you"
Jay-Z,"Just to show respect to the cholos
Feelin' like a stranger in my own land"
Jay-Z,"Three dice, Cee-lo, Three Card Monte
Labor Day Parade, rest in peace, Bob Marley"
Jay-Z,"It's crazy how you can go from bein' Joe Blow
To everybody on your dick, no homo"
Jay-Z,"Do you really want to live forever, forever, and ever?
Forever young, I wanna be forever young (Forever young)"
Jay-Z,"How was I to know that you was plain sick of me?
I know the way a nigga livin' was wack"
Jay-Z,"Sponsored by Just Blaze and the good folks at Roc-A-Fella Records
Fellow Americans, it is with the utmost pride and sincerity that I present this recording as a living testament and recollection of history in the making during our generation"
Jay-Z,"Empty gun in your hand, sayin', ""Let me see that clip""
Shopping sprees, pull out your Visa quick"
Jay-Z,"The Face Mob kept it ghetto for the H-Town
Luda moved digits after he moved bitches"
Jay-Z,"Yeah, yeah, yeah
For '96, the only MC with a flu"
Jay-Z,"Now shoo, children, stop looking at her tits
Get your own dog, ya heard? That's my bitch"
Jay-Z,"Bulletproof love, niggas down since the yolk
Bitch asked if I was God, fuck I'm supposed to say? No?"
Jay-Z,"""She's getting old,"" and what do I get? A daughter
Who cares as much about the beautiful dresses I give her"
Jay-Z,"Uhh! Yeah
It ain't even a question–how my dough flows"
Jay-Z,"Now, now, that's when you start to stare at who's in the mirror
And see yourself as a kid again, and you get embarrassed"
Jay-Z,"(Uh, uh, uh, uh)
I just can't crack your code (Uh, uh-uh, uh, uh-uh, uh)"
Jay-Z,"She might start an institute, she might put poor kids through school
My stake in Roc Nation should go to you"
Jay-Z,"My heart breaks for the day I have to explain my mistakes
And the mask goes away"
Jay-Z,"H-O-V-A
I got my mojo back, baby, ""Oh, behave"""
Jay-Z,"Hundred dollar bills
Benjamin Franklins filled, fold it just for the thrill"
Jay-Z,"Go 'head, lean on that shit, Blue, you own it, uh
Oh, what a feeling"
Jay-Z,"'Til I need a nut, 'til I need to beat the guts
Then it's, ""Beep-beep,"" then I'm pickin' them up"
Jay-Z,"Go numb until I can't feel, or might pop this pill
Stock markets just crash, now I'm just a bill"
Jay-Z,"Presidential suites my residential for the weekend
Confidentially speakin' in codes since I sense you peekin'"
Jay-Z,"Now I just wanna love ya! (Just wanna love you, Hov')
But be who I am (You know you love me, Hov')"
Jay-Z,"I drove by the fork in the road and went straight
See, I'm a poet to some, a regular modern-day Shakespeare"
Jay-Z,"Memories may sneak down my cheek
But I could see a side-eye in my sleep"
Jay-Z,"Young Hova
I'm a hustler, baby (Hov', I'm a hustler)"
Jay-Z,"Clap for 'em! Clap for 'em! Clap for 'em! Hey
And I am one of one"
Jay-Z,"While others spit that Wonderama shit, me and my conglomerate
Shall remain anonymous, caught up in the finest shit"
Jay-Z,"Honor, integrity
R.O.C"
Jay-Z,"No church in the wild
No church in the wild"
Jay-Z,"Ain't no love in the heart of the city
Niggas, where's the love?"
Jay-Z,"Nickels and dimes
Sticks to my mind"
Jay-Z,"They say my Black Card bear the mark of the beast
I repeat, my religion is the beat"
Jay-Z,"Why I love you so much (Yeah, thanks for warning me)
Yeah (Thanks for warning me)"
Jay-Z,"These streets will make you feel brand-new
Big lights will inspire you (Okay)"
