rapper,lyric
Eminem,but fuck it theres other fish in the sea
Eminem,and ima have a whale of a time
Eminem,bein a single sailor for the night bitch on a scale of
Eminem,one to ten shit i must be the holy grail of
Eminem,catches ho i got an oscar attached to my fuckin name 
Eminem,i might hit the club find a chick thats tailormade
Eminem,for me say fuck it kick some shots back get hammered and nail her
Eminem,these bitches tryin to get attached but theyre failin to latch onto the tail of
Eminem,my bumper theyre scratchin at the back of my trailer
Eminem,like im itchin to get hitched yeah im rich as a bitch
Eminem,but bitches aint shit id rather leave a bitch in a ditch
Eminem,bitch you complain when you listen to this
Eminem,but you still throw yourself at me thats what i call pitchin a bitch
Eminem,thats why im swingin at this chicks onsite
Eminem,long as i got a bat and two balls its foul but my dicks on strike
Eminem,so all that love shit is null and void bitch im a droid
Eminem,i avoid cupid stupid wasnt for blow jobs youd be unemployed
Eminem,oyeyoyyoy manohman your boyboyboys
Eminem,gettin sick of these girlsgirlsgirls oinkoinkoink
Eminem,you fuckin pigs all youre good for is doinkdoinkdoink
Eminem,i got 99 problems and a bitch aint one
Eminem,shes all 99 of em i need a machine gun
Eminem,ill take em all out i hope you hear this song
Eminem,and go into a cardiac arrest have a heart attack and just
Eminem,drop dead and ima throw a fuckin party after this cause yes
Eminem,my life would be so much better
Eminem,if you just dropped dead 
Eminem,i was layin in bed last night thinkin
Eminem,and then this thought just popped in my head 
Eminem,and i thought wouldnt shit just be a lot easier
Eminem,if you dropped dead 
Eminem,i would feel so much much better
Eminem,im just playin bitch
Eminem,2 chainz
Eminem,yeah yeah
Eminem,take em to church im talkin the tabernacle
Eminem,its the return of the body snatcher
Eminem,walk in the spot make my woman smack ya 
Eminem,in a fruit fight i aim at your adams apple
Eminem,pull up in the candy car eatin a candy bar
Eminem,and my girl eatin a candy apple
Eminem,yeah  i line their ass up 
Eminem,i aim at their goozer 
Eminem,all of these stones on my neck uh
Eminem,they must have looked at medusa
Eminem,pockets rasputia of course
Eminem,i drove some rims to court
Eminem,i fucked some twins before
Eminem,i had a benz before this is the sin report
Eminem,this is the murder murder pass the burner em 
Eminem,your money shorter than an acronym 
Eminem,big body when im backin in 
Eminem,ladidadi got a bunch of bodies
Eminem,niggas fakin niggas human traffickin 
Eminem,im on the act again uh 
Eminem,this aint a accident uh
Eminem,king like akron
Eminem,i run the trap again you on the treadmill 
Eminem,never neverland shit came with a ferris wheel 
Eminem,ferris day off baby ar in the same car
Eminem,most of yall my sons aw look at little jr
Eminem,f12 same color kate moss
Eminem,uh im talkin wristin the pot
Eminem,im talkin this and you not
Eminem,im talkin bricks and you not
Eminem,im talkin straight up and down nigga like 6 oclock
Eminem,this is the equinox this what the people want
Eminem,somebody at the door i heard the speaker knock uh
Eminem,im at your throat like chloraseptic septic
Eminem,and you got strep im too complex with plex with
Eminem,this shit i wrote is on some next shit next shit
Eminem,im at your throat im feelin reckless reckless yeah
Eminem,do me a favor dont do me no favors
Eminem,these bitches got flavors
Eminem,they all wanna smoke but aint doin no labor
Eminem,but they shoppin at raleys they stingin like tasers
Eminem,act hollywood like they play for the lakers
Eminem,they fly on the latest
Eminem,crocs alligators say hi to my haters
Eminem,pardon my neighbor
Eminem,we eatin that chicken lobster potatoes
Eminem,you must be sniffin that yayo
Eminem,if you dont think im that nigga
Eminem,swagger on ten since a day old
Eminem,its aokay though whippin up whip like its mayo
Eminem,every track is a ko technical ko
Eminem,go off your head like im ayo
Eminem,out of this world talkin nato
Eminem,its cause of jail ho dont be an ahole
Eminem,cause i got shooters that shoot when i say so 
Eminem,wanna be in my shoes you aint paid no dues 
Eminem,go nigga you aint break no rules 
Eminem,high school niggas ate yo food 
Eminem,might dumb it down a little but i aint no fool 
Eminem,niggas hate every day b 
Eminem,shit is oc lately 
Eminem,gotta break em off with these dre beats 
Eminem,or i might go crazy 
Eminem,these niggas too goddamn lazy 
Eminem,dont ever ever ever try to play me 
Eminem,lil shawty now comin from bk 
Eminem,but im tryna come up like jayz 
Eminem,nothin but love for my idols 
Eminem,i feel entitled to titles 
Eminem,fuck it man i want the title 
Eminem,submission they goin all viral
Eminem,cause im at your throat like chloraseptic septic
Eminem,and you got strep im too complex with plex with
Eminem,this shit i wrote is on some next shit next shit
Eminem,im at your throat im feelin reckless reckless yeah 
Eminem,bin laden with a pen bodyin again
Eminem,i begin slaughterin your men prolly shoulda been
Eminem,ali or the svengali embodiment of sin
Eminem,like a saudi in the taliban plottin an event
Eminem,in the lobby of the intercontinental with an obvious intent
Eminem,and i would not even relent up on a little
Eminem,like osama with a bomb under the bin and down the middle
Eminem,of the pentagon and hit a kindergartner with a rental 
Eminem,back and forth back and forth
Eminem,like jack kevorkians ass to court
Eminem,rap mature why cant you be like macklemore 
Eminem,why you always gotta smack a whore 
Eminem,its likely the psychiatric wards a last resort 
Eminem,somethings gotta give thats for sure
Eminem,yet you keep comin back for more
Eminem,not as raw as i was walk on water sucks
Eminem,bitch suck my dick
Eminem,yall saw the tracklist and had a fit
Eminem,fore you heard it so you formed your verdict
Eminem,while you sat wit your arms crossed
Eminem,did your little reaction videos and talked over songs 
Eminem,nah dog yall sayin i lost it
Eminem,your fuckin marbles are gone 
Eminem,but nowadays every flow every cadence sound the same 
Eminem,brains a powder keg i draw inspiration outta hate
Eminem,real pain in the paper i dont trace
Eminem,but if i look strange and outta place
Eminem,its cause im an alien thats why
Eminem,i write til the page is outta space 
Eminem,from 7 mile in novara
Eminem,to how can i be down all of us tryna pile in the car 
Eminem,we shot for the stars 
Eminem,cause we only got so much time in this world 
Eminem,so rewind it to your high school dance to the night before
Eminem,if you think youre promised tomorrow 
Eminem,now im bout to fool again
Eminem,this tune is sick its luminous the moon is lit
Eminem,a freakin lunatic a human computer chip
Eminem,and im soon to stick a broom in the uterus of your hooters chick
Eminem,if i was you i wouldnt do nothin stupid due to the mood im in
Eminem,im losin it you get chewed like a junior mint
Eminem,show me who to rip its time for you to get screwed
Eminem,empty the lubricant and put super glue in it 
Eminem,how many fuckin rappers did i go through
Eminem,dispel doubt but you wont admit i smoked
Eminem,and you was spellbound hellbound in my snowsuit
Eminem,but am i sposed to sound like everything else out
Eminem,cause i dont get compared to it only myself now
Eminem,well i can see the fairweather fans and sales down
Eminem,but the only way i care is if i let myself down
Eminem,but what the fuck have i woke to
Eminem,time to eat the vocals and shit out pro tools
Eminem,i know you still want me to ill out dont you
Eminem,hopin the old slims gonna spill out open
Eminem,fire on your whole camp with this spit i roast you
Eminem,so chill out no you
Eminem,hoes couldnt roast me with the shit i wrote you
Eminem,then i took a stand went at tanface and practically cut my motherfuckin fan base in half and still outsold you
Eminem,you just called my shit trash
Eminem,thank god i rap better when the odds are stacked
Eminem,revivals wack i dont like the zombie track
Eminem,and when hes talkin that garbage psychotic crap
Eminem,wheres your content at
Eminem,whats with all the conscious rap
Eminem,pnk beyonce this and kehlani that 
Eminem,i just add it to the fuel in my rocket pack
Eminem,til im ready to respond then ima launch it at em
Eminem,idiotic from the fuckin embryonic sac
Eminem,to the body bag ill be back
Eminem,and when i am ill be at your fuckin throat like
Eminem,woah aget yo hands in the air
Eminem,and get to clappin em and like back and forth
Eminem,because athis is what you thought it wasnt
Eminem,it bes the brothers representin the dirty dozen
Eminem,i be the fro the double g
Eminem,and check out my man he goes by the name of um er
Eminem,slim shady brain dead like jim brady
Eminem,im a m80 you little like that kim lady
Eminem,im buzzin dirty dozen naughty rotten rhymer
Eminem,cursin at you players worse than marty schottenheimer
Eminem,you wacker than the motherfucker you bit yo style from
Eminem,you aint gon sell two copies if you press a double album
Eminem,admit it fuck it while we comin out in the open
